priority_rank,content_id,client_id,priority_score,recommended_action,reason_codes,search_volume,impressions_90d,clicks_90d,trend_pct,days_since_last_update,word_count,content_age_days
14195,content_da94d24463e6,client_7f2253d7e2,0.5375508078659378,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1144,1,-83.5,20,2737.0,90
14196,content_dea4d2b42e00,client_6208ef0f77,0.5375302059807844,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,10284,4,-30.7,104,8133.0,287
14197,content_4a147f223b0b,client_4e07408562,0.5373682498363627,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,491,1,-72.5,104,,487
14198,content_8e74471a274d,client_349c41201b,0.5370870020923445,Monitor,REVIEW,10.0,544,0,66.7,20,2783.0,168
14199,content_c9f96f95732b,client_19581e27de,0.5367554630673783,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",880.0,1106,0,72.6,22,,482
14200,content_7f6a801eebd8,client_19581e27de,0.5366884025402088,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",170.0,1689,1,-13.4,22,,417
14201,content_4c8b45f3b4f0,client_6208ef0f77,0.5365603644031914,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,6206,1,-50.0,20,3128.0,111
14202,content_e546744ec1ec,client_3fdba35f04,0.5364473357997889,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",110.0,745,0,-54.7,20,1476.0,111
14203,content_3bdb97a583ec,client_19581e27de,0.5363663804991867,Monitor,DECLINING,10.0,316,1,-19.1,22,,441
14204,content_da3380a884ed,client_19581e27de,0.5362906749298033,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,314,1,-34.5,104,,362
14205,content_ff2c5f633778,client_19581e27de,0.5360181705668535,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",1600.0,2812,1,2.6,22,,445
14206,content_895ce765d29d,client_8527a891e2,0.5359815977928214,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,197,1,5.1,104,4174.0,309
14207,content_b32d3698d69c,client_4e07408562,0.5359030782234632,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1444,1,-38.6,7,2924.0,347
14208,content_953d898ae448,client_a88a7902cb,0.5359024510470488,Monitor,HIGH_DEMAND,720.0,274,1,0.9,20,3065.0,112
14209,content_60123900c537,client_19581e27de,0.5358433410509403,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,331,1,-5.2,104,,330
14210,content_48724397d104,client_d4735e3a26,0.5357509419773755,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",,38,2,-66.7,211,770.0,305
14211,content_f7d7439cdb99,client_d029fa3a95,0.5356992742714787,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",110.0,201,1,-81.5,20,3123.0,280
14212,content_f4769b8328fb,client_d4735e3a26,0.5355026931887932,Monitor,REVIEW,,29,2,50.0,20,855.0,254
14213,content_e793e8775723,client_6208ef0f77,0.5354376392013884,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,237,1,-43.8,104,5968.0,216
14214,content_93ec3f20cb1f,client_19581e27de,0.5354258862910442,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",210.0,747,1,6.2,22,,445
14215,content_46f490f186e9,client_3fdba35f04,0.5354106062245902,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,1152,0,-52.1,104,1379.0,333
14216,content_bbb2fe57b49f,client_f369cb89fc,0.5353664565939026,Monitor,DECLINING,0.0,65,2,-66.7,20,3118.0,131
14217,content_ca2708a79e17,client_4ec9599fc2,0.5353541250082777,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",,151,1,-53.4,104,1454.0,316
14218,content_17e60f3ab39c,client_6208ef0f77,0.5353256563863451,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1765,1,-42.9,104,5938.0,151
14219,content_9b3eae623a47,client_2c624232cd,0.5353227991704802,Monitor,REVIEW,0.0,264,1,58.6,11,2359.0,517
14220,content_b0733e17fd55,client_349c41201b,0.5353206789263697,Monitor,DECLINING,0.0,567,1,-62.0,8,3318.0,148
14221,content_62c55530d3b3,client_f74efabef1,0.5352602659859911,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,614,1,-50.3,20,6431.0,175
14222,content_452f2aeeb390,client_2c624232cd,0.5352601130678877,Content review,VISIBLE,10.0,752,1,60.7,11,3141.0,438
14223,content_e36aa11b4556,client_4ec9599fc2,0.5351251330560962,Monitor,DECLINING,,224,1,-84.0,20,1390.0,318
14224,content_d5978e63a767,client_3fdba35f04,0.5350465011533203,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",110.0,309,0,-43.3,20,1331.0,111
14225,content_61d890c812cb,client_6208ef0f77,0.5350426034849612,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,1849,1,-51.0,104,6596.0,236
14226,content_d706d77307f5,client_6208ef0f77,0.5349270820443149,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",0.0,1653,1,18.8,104,5382.0,216
14227,content_bb71bc541e31,client_19581e27de,0.5348799774513635,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1419,1,-13.5,22,,463
14228,content_7f57f3aec535,client_19581e27de,0.5346636877562337,Monitor,REVIEW,10.0,477,1,52.0,22,,389
14229,content_befdfd5eb0c2,client_6208ef0f77,0.5345632149556613,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",480.0,137,2,-65.9,104,4913.0,236
14230,content_11e5498a4124,client_349c41201b,0.5344754089154902,Monitor,DECLINING,10.0,646,1,-48.7,20,3197.0,124
14231,content_09916526d65e,client_f369cb89fc,0.5344541629847789,Monitor,DECLINING,0.0,402,0,-38.1,20,2831.0,147
14232,content_581f85ef23d3,client_6208ef0f77,0.5341401929770577,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1473,1,-84.2,104,5602.0,223
14233,content_10f8feb4e1e3,client_6208ef0f77,0.5341203480047327,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1566,1,-73.5,104,4805.0,139
14234,content_c9e7fdb9ca7a,client_19581e27de,0.5340963725129777,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",10.0,1022,1,130.0,104,,257
14235,content_836b4163cf30,client_f74efabef1,0.5339458503237338,Monitor,DECLINING,0.0,95,0,-96.8,8,3224.0,140
14236,content_fd270fc98fa0,client_d029fa3a95,0.5339064346931908,Monitor,REVIEW,0.0,111,1,95.2,8,2440.0,148
14237,content_fe75d80ac540,client_2c624232cd,0.5338888260156806,Monitor,REVIEW,10.0,234,1,28.3,11,2341.0,438
14238,content_509d5c349f07,client_19581e27de,0.53377839401131,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,546,1,6.7,104,,153
14239,content_c90c44007ee4,client_19581e27de,0.5337671898487621,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,821,0,-42.5,104,,313
14240,content_ccb0fcb5de52,client_6208ef0f77,0.5337517852005023,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,619,0,-60.4,104,2946.0,124
14241,content_41d6ee667372,client_4e07408562,0.5337114658343868,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",,717,1,-7.8,104,,421
14242,content_18042efeff51,client_19581e27de,0.533701395138441,Monitor,REVIEW,0.0,249,0,239.1,22,,482
14243,content_854e2273836f,client_d029fa3a95,0.5335737482577129,Monitor,DECLINING,0.0,211,1,-52.4,8,2623.0,140
14244,content_ad10910fb6f7,client_a88a7902cb,0.5335640150098928,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",480.0,482,1,-17.0,20,2894.0,112
14245,content_3b15da9d072a,client_d4735e3a26,0.5335440749549931,Monitor,DECLINING,,15,2,-16.7,20,811.0,298
14246,content_a9784de463d9,client_8527a891e2,0.5334773028807357,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,257,2,11.6,104,3690.0,310
14247,content_959e1cc9feeb,client_3fdba35f04,0.5334584540018857,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,611,0,-19.5,104,1460.0,155
14248,content_e51c0e5b3f6c,client_19581e27de,0.533366217688694,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,240,2,-56.6,104,,144
14249,content_69736d62f21a,client_6208ef0f77,0.5333193196209514,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",90.0,376,2,-50.4,104,7925.0,236
14250,content_9ed5aeec3224,client_d029fa3a95,0.5333047231140612,Monitor,DECLINING,0.0,441,0,-6.2,8,2632.0,148
14251,content_a1a308f00602,client_19581e27de,0.5331842074913257,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",10.0,1191,1,0.8,104,,362
14252,content_e9f1fc510247,client_f369cb89fc,0.5328353206186272,Monitor,DECLINING,0.0,177,2,-51.8,20,3254.0,145
14253,content_1464ee2714b9,client_f369cb89fc,0.5327974201180995,Monitor,DECLINING,0.0,174,1,-57.4,20,2948.0,145
14254,content_509f1e5640f3,client_a88a7902cb,0.5327585268377707,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,324,0,-63.7,20,3153.0,119
14255,content_11bc0410d988,client_4e07408562,0.5327481422025547,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2219,2,-2.5,104,,421
14256,content_980d9aa1fa90,client_19581e27de,0.5327370865763328,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2215,1,-64.7,104,,330
14257,content_4d43ab53fa3f,client_6208ef0f77,0.5325726190088893,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,6595,3,-69.8,104,5693.0,216
14258,content_87f6d0004a9c,client_19581e27de,0.5324700316631396,Monitor,HIGH_DEMAND,20.0,644,0,30.4,22,,480
14259,content_83cf3d638c18,client_3fdba35f04,0.5324321154037114,Monitor,DECLINING,10.0,718,0,-0.5,41,1583.0,310
14260,content_9e73e5c860fb,client_19581e27de,0.5324094165877689,Monitor,DECLINING,10.0,106,1,-48.6,22,,463
14261,content_1468e023c8c2,client_7f2253d7e2,0.5323931492720477,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,792,1,-57.5,20,3310.0,147
14262,content_ed6e36769104,client_e629fa6598,0.5323732998758053,Content review,VISIBLE,10.0,1078,1,25.5,22,,460
14263,content_4aeb7ad6d5d3,client_4e07408562,0.5323085430266913,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",6600.0,1564,1,-12.2,104,,537
14264,content_31b21583c35a,client_19581e27de,0.5322940458520313,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,7011,3,-26.2,104,,236
14265,content_67a766790dd2,client_7f2253d7e2,0.5322891249642513,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,569,1,-54.3,106,3073.0,106
14266,content_b2a676a8af12,client_6208ef0f77,0.5322051972009197,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,482,1,-65.1,104,5891.0,236
14267,content_c1ec950188c8,client_19581e27de,0.5321404689965139,Content review,VISIBLE,10.0,881,1,175.4,22,,482
14268,content_5ace8eec26ba,client_f369cb89fc,0.5321328098026717,Monitor,REVIEW,0.0,38,2,33.3,20,2714.0,138
14269,content_e9bc92de96f5,client_7f2253d7e2,0.5321117769121403,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,3884,1,-80.0,20,3541.0,147
14270,content_52ca8891205a,client_3fdba35f04,0.5320041080218717,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,221,1,-55.6,20,1395.0,111
14271,content_ab3d8332877e,client_6208ef0f77,0.5319754565380495,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2129,2,-49.9,104,6868.0,236
14272,content_0d092e19b2ef,client_d029fa3a95,0.5319623263363946,Monitor,DECLINING,0.0,186,1,-25.0,20,2580.0,141
14273,content_d7e642e16c19,client_a88a7902cb,0.5318018827159277,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",480.0,983,0,-57.6,20,2709.0,112
14274,content_237a1cc242a4,client_a88a7902cb,0.5316688182092723,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",170.0,745,1,-97.7,20,3256.0,112
14275,content_a09640473525,client_3fdba35f04,0.5315521159652005,Freshness review,STALE,0.0,418,0,21.8,104,1633.0,263
14276,content_e23a1f53cac0,client_f369cb89fc,0.531550478276641,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,174,1,-36.1,20,2541.0,131
14277,content_2972d0c04915,client_19581e27de,0.5315265601832952,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",50.0,1251,1,40.4,22,,417
14278,content_a49bc80a6eda,client_f74efabef1,0.53141181152972,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,899,0,-17.0,20,2386.0,97
14279,content_9cb90fcbdd91,client_3fdba35f04,0.5312691749323531,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,997,1,-76.1,104,1690.0,284
14280,content_41ac3778848c,client_bbb965ab0c,0.5309288408504146,Monitor,DECLINING,0.0,509,1,-33.8,20,2868.0,133
14281,content_ac49ab98337b,client_f369cb89fc,0.5308306508862051,Monitor,DECLINING,0.0,87,1,-23.8,20,2303.0,138
14282,content_43c7ae48e9f2,client_6208ef0f77,0.5307677262013344,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1060,0,-49.5,20,2917.0,118
14283,content_14d64f61e5d9,client_7f2253d7e2,0.5307587803920442,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1478,1,-67.8,106,2591.0,106
14284,content_79fdc2a90e0a,client_4e07408562,0.5306524700392832,Content review,VISIBLE,,796,1,5.7,13,3019.0,504
14285,content_e0e198af0ef6,client_bbb965ab0c,0.5305263327430378,Monitor,DECLINING,10.0,458,1,-47.6,15,2329.0,139
14286,content_af83147e9046,client_19581e27de,0.530511430704706,Monitor,REVIEW,10.0,190,0,60.5,22,,441
14287,content_69e07bfa6f0a,client_4e07408562,0.5304694732936983,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",880.0,4618,2,-91.0,104,,390
14288,content_529bde510faf,client_f74efabef1,0.5302768662186359,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",480.0,329,1,-63.1,8,2566.0,123
14289,content_f3abf132d293,client_3fdba35f04,0.5302312802472845,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",50.0,1065,1,-93.9,104,1563.0,139
14290,content_14e13b6de5ed,client_9400f1b21c,0.5301158314344506,Monitor,DECLINING,0.0,329,1,-62.2,20,,557
14291,content_a5d3f2d3d9c4,client_3fdba35f04,0.5300855714666401,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,466,1,-68.9,104,1385.0,333
14292,content_899bf6f73251,client_4e07408562,0.5299283186742368,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",110.0,1536,1,-57.6,13,2143.0,545
14293,content_1e1bf69ade5c,client_3fdba35f04,0.5299234124537057,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",140.0,406,0,-55.3,104,1504.0,223
14294,content_8cdd2329bff6,client_a88a7902cb,0.5298541056877839,Monitor,DECLINING,0.0,229,1,-81.0,20,2691.0,180
14295,content_e863b58411b0,client_3fdba35f04,0.5297007408765095,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,644,1,-57.3,104,1552.0,223
14296,content_62e37736c612,client_f369cb89fc,0.5294652009855926,Monitor,HIGH_DEMAND,50.0,391,1,107.2,20,2814.0,187
14297,content_0ee79afe165c,client_a88a7902cb,0.5294214669009073,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,164,1,-69.4,20,2355.0,147
14298,content_bf2d9edea658,client_19581e27de,0.5292062906017474,Optimization review,"HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",110.0,735,1,37.6,22,,417
14299,content_e20e2feb873f,client_a88a7902cb,0.5291467107586377,Monitor,DECLINING,10.0,360,1,-96.0,28,2704.0,123
14300,content_37364ff68f21,client_a88a7902cb,0.5286948595717922,Monitor,DECLINING,0.0,191,1,-89.5,20,2743.0,180
14301,content_3acbc02ae81e,client_19581e27de,0.5286937944922119,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,1073,2,-31.6,104,4699.0,139
14302,content_9dbcea4d28aa,client_bbb965ab0c,0.5286534321170925,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",590.0,1172,1,-44.8,15,2705.0,112
14303,content_c4b8d24dcb3f,client_7f2253d7e2,0.5286456425129986,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1490,1,-59.8,106,3071.0,106
14304,content_1162806e4b35,client_f369cb89fc,0.5285777087410944,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,15715,6,-67.9,20,2712.0,95
14305,content_d840a3a6302b,client_3fdba35f04,0.5285477412278954,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,704,1,-92.3,104,1430.0,144
14306,content_5d6debd7b6e1,client_d029fa3a95,0.5284900214132711,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,956,0,-29.9,20,2685.0,151
14307,content_68742c70d0fa,client_f369cb89fc,0.5283648170572305,Monitor,DECLINING,10.0,660,0,-19.1,20,2850.0,147
14308,content_69d4df8e4364,client_3fdba35f04,0.5282479083405358,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",90.0,2836,1,-77.7,104,1287.0,165
14309,content_12e8191009b4,client_19581e27de,0.5281651280263204,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",50.0,544,1,14.5,104,,153
14310,content_6f645631f600,client_f74efabef1,0.5279739820301875,Monitor,DECLINING,0.0,462,1,-97.4,20,2865.0,144
14311,content_e3055c8ca910,client_4e07408562,0.5278737488374993,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1960,1,-69.8,7,2920.0,228
14312,content_5c8556c69135,client_e629fa6598,0.5278506347845714,Freshness review,STALE,10.0,229,1,0.0,104,1614.0,358
14313,content_cbd4067c4147,client_19581e27de,0.5277539888149347,Monitor,HIGH_DEMAND,90.0,563,1,21.8,20,3101.0,124
14314,content_26180ae7ebe6,client_6208ef0f77,0.5277147705234032,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,463,1,-34.0,104,4868.0,211
14315,content_5af4c93ae18a,client_4e07408562,0.5277102517296521,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",260.0,755,1,-13.2,7,2783.0,390
14316,content_aca17a7cc165,client_f369cb89fc,0.5276573739793385,Monitor,DECLINING,0.0,457,1,-47.0,20,2908.0,145
14317,content_80fc925c9296,client_19581e27de,0.5274337362557342,Monitor,DECLINING,10.0,106,1,-29.3,22,,441
14318,content_028d91e3feb8,client_7f2253d7e2,0.5272069796381018,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,869,1,-80.0,20,4497.0,147
14319,content_d841a140ffdb,client_f74efabef1,0.5271974676685772,Content review,VISIBLE,0.0,946,1,56.3,20,2322.0,92
14320,content_c5226b8f31ee,client_2c624232cd,0.5271472492065759,Monitor,REVIEW,0.0,668,1,40.2,11,2760.0,517
14321,content_324bd88c5f73,client_19581e27de,0.5270564986695999,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,3034,2,-48.5,104,,330
14322,content_ec8cac5c7fff,client_3fdba35f04,0.5269402701241924,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,200,1,-67.7,20,1427.0,111
14323,content_bb2aeb5458ab,client_19581e27de,0.5268945234214221,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,2084,2,-27.1,104,,329
14324,content_ea27349a124e,client_d029fa3a95,0.5266995367056279,Monitor,DECLINING,0.0,460,0,-27.8,20,2374.0,151
14325,content_41c54842261c,client_2c624232cd,0.5266378044481738,Monitor,DECLINING,0.0,490,1,-1.6,22,,517
14326,content_bb6ebb5ec8c8,client_3fdba35f04,0.5266350967014964,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,2621,0,-64.6,104,1381.0,144
14327,content_fb1357c5a6af,client_7f2253d7e2,0.5266140270089276,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,1405,1,-75.5,20,2905.0,96
14328,content_a57141f30fdb,client_19581e27de,0.5265392931390951,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,242,1,-50.0,104,,330
14329,content_ffe956874af8,client_19581e27de,0.5264941105399666,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",2900.0,161,1,-18.9,104,,362
14330,content_246860448c45,client_3fdba35f04,0.5263210732731132,Monitor,DECLINING,0.0,707,0,-28.7,20,1387.0,104
14331,content_7022979cdd96,client_3fdba35f04,0.5261840668651675,Monitor,HIGH_DEMAND,50.0,717,0,124.5,41,1522.0,333
14332,content_d1bc0303bb56,client_6208ef0f77,0.5260822280726692,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,952,1,-70.7,104,5967.0,139
14333,content_026300c5cc1e,client_3fdba35f04,0.5259690280546401,Freshness review,STALE,10.0,518,0,41.8,104,1309.0,148
14334,content_3f48388279b8,client_4ec9599fc2,0.5258301591064977,Monitor,DECLINING,,626,1,-95.0,20,1238.0,341
14335,content_5d04886a184f,client_3fdba35f04,0.525740226620013,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,1709,1,-78.8,104,1547.0,310
14336,content_763a5d77c8ec,client_19581e27de,0.5257052338941272,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",170.0,1487,0,-16.0,22,,482
14337,content_50a911ca4a35,client_f369cb89fc,0.5256844845986761,Monitor,DECLINING,0.0,260,1,-23.6,20,2685.0,117
14338,content_35e1528bf6a7,client_349c41201b,0.5256629090458146,Monitor,DECLINING,0.0,242,2,-55.3,20,3669.0,144
14339,content_0ac4a4e97bd9,client_8527a891e2,0.5255362734179932,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,422,0,62.2,104,1829.0,273
14340,content_35cfc6ab36a0,client_4e07408562,0.5255105347099729,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",170.0,1490,1,-85.9,14,2681.0,326
14341,content_53ef2442384b,client_6208ef0f77,0.5252019860226916,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,433,1,-87.2,104,5468.0,236
14342,content_611d55167bba,client_a88a7902cb,0.5251232137533456,Monitor,DECLINING,0.0,511,2,-99.7,28,3004.0,180
14343,content_875d4f424b50,client_d029fa3a95,0.5244614121965088,Monitor,DECLINING,0.0,370,0,-59.9,8,2305.0,148
14344,content_ff7519d55881,client_f369cb89fc,0.5241504566275899,Monitor,DECLINING,10.0,158,1,-53.8,20,2411.0,179
14345,content_e9a09103b376,client_19581e27de,0.52402622769142,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,1066,0,-58.0,104,,313
14346,content_4f0ef1605d8b,client_a88a7902cb,0.5239303221785546,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,931,1,-38.8,20,2600.0,90
14347,content_50644c465743,client_f369cb89fc,0.523839023553671,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,805,0,-45.3,20,2709.0,95
14348,content_40e0e5c35df4,client_19581e27de,0.5237316880720707,Monitor,HIGH_DEMAND,20.0,235,1,41.3,22,,482
14349,content_e4ac3c6df79b,client_4e07408562,0.5235022637777982,Monitor,DECLINING,10.0,650,1,-44.6,13,2685.0,421
14350,content_4f3e4a193869,client_349c41201b,0.5234239179347004,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,998,1,-27.2,20,4071.0,148
14351,content_8ef5d43bb725,client_f369cb89fc,0.5231534116918403,Monitor,REVIEW,0.0,182,1,31.6,20,3031.0,131
14352,content_2146c7e95011,client_bbb965ab0c,0.5228626366500724,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",20.0,855,0,-10.4,20,2364.0,131
14353,content_bc37c7f28c85,client_3fdba35f04,0.5227945582205782,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",40.0,1316,0,-62.0,14,2417.0,223
14354,content_0ee62fc45459,client_bdd2d3af3a,0.522682918184799,Monitor,DECLINING,10.0,56,2,-83.3,20,3121.0,97
14355,content_6129f7bffa72,client_19581e27de,0.5226258776615943,Investigate and refresh,"DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,1239,1,-35.5,22,,389
14356,content_5a9629ab92d4,client_19581e27de,0.522444221485716,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,4813,3,-9.7,104,,329
14357,content_5983f14e4266,client_4e07408562,0.5224269931033053,Freshness review,"STALE, VISIBLE, MULTIPLE_SIGNALS",10.0,977,1,32.3,104,1711.0,347
14358,content_a7371a4c1b1e,client_f369cb89fc,0.5222814896196339,Content review,VISIBLE,10.0,914,1,32.0,20,2628.0,147
14359,content_4ab57ee5efab,client_3fdba35f04,0.522064971336683,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",10.0,770,0,-23.0,41,1747.0,165
14360,content_1d58b0597212,client_7f2253d7e2,0.5219156017134706,Content review,"DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,3816,1,-88.4,20,3736.0,132
14361,content_783dd052a637,client_6208ef0f77,0.5219071101545579,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,695,1,-54.2,104,5996.0,148
14362,content_0eb3dcfb4fce,client_f369cb89fc,0.5218638820498885,Monitor,DECLINING,0.0,429,1,-34.6,20,2532.0,117
14363,content_69fbbca765cf,client_3fdba35f04,0.5217434407509207,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",5400.0,503,1,19.1,104,1448.0,139
