content_id,ctr,days_since_last_update,search_volume,score,reason_code,action,rank
content_1245a9eeb0d2,0.0,104,390.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,70
content_12913e63df31,0.05,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,71
content_129233f0c524,0.05,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,72
content_1302277993e5,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,73
content_1339fb97aa80,0.0,151,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,74
content_13bbd72aea33,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,75
content_14036baff64d,0.0,104,70.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,76
content_14d50a4ddc86,0.0,104,90.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,77
content_1505ce3bb377,0.0,98,4400.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,78
content_151520751cd7,0.0,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,79
content_1549e1d8f495,0.04,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,80
content_15673b2146ec,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,81
content_156a9e99ddbc,0.02,104,590.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,82
content_156cc285e126,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,83
content_15822f1838f6,0.0,104,720.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,84
content_15932f56c174,0.06,104,140.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,85
content_15aefc83749a,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,86
content_16134160007a,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,87
content_162c5ba9e046,0.01,104,260.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,88
content_167cb3631905,0.0,104,320.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,89
content_16a73fa3a0e3,0.0,104,170.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,90
content_16b0c7bdba1f,0.0,103,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,91
content_16b504260eb1,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,92
content_1716bd60fef9,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,93
content_172c5a7e928d,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,94
content_173da43f912e,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,95
content_179cc5f6aead,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,96
content_179cf283f9f5,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,97
content_17a3d8717ebd,0.0,92,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,98
content_17c2778a02a9,0.0,104,480.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,99
content_17e6b2ba4b08,0.0,144,170.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,100
content_18444c94821e,0.0,104,90.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,101
content_1923c22c3833,0.0,104,70.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,102
content_192c8fc0d00e,0.0,104,1300.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,103
content_19770a458fcd,0.07,104,70.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,104
content_197be545a64c,0.0,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,105
content_1980254ef582,0.0,92,70.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,106
content_198e3bf972bf,0.05,104,390.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,107
content_1a46f575e474,0.0,92,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,108
content_1a6a4e32a379,0.0,104,70.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,109
content_1adfff72f798,0.0,104,1000.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,110
content_1b20114c2e02,0.04,104,1600.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,111
content_1b2599d94e29,0.0,98,320.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,112
content_1b27d2642fda,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,113
content_1b4d2c3cfa8d,0.0,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,114
content_1b7188b37ffc,0.0,92,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,115
content_1c0d73b8b9ce,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,116
content_1c0f8c2f9018,0.0,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,117
content_1c189411f713,0.07,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,118
content_1c5e48d13c86,0.0,104,70.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,119
content_1c7c3a8355a4,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,120
content_1cc38b3f04d2,0.0,92,1900.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,121
content_1d3d99888782,0.0,104,170.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,122
content_1dc7369628af,0.0,104,390.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,123
content_1de45147a2be,0.05,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,124
content_1de940de6ed3,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,125
content_1e1bf69ade5c,0.0,104,140.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,126
content_1e1f3b791a48,0.0,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,127
content_1e446b05f1c5,0.0,104,90.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,128
content_1e53ea7dbee8,0.06,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,129
content_1e874ff8f8b2,0.04,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,130
content_1ea796997f23,0.06,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,131
content_1eb51bddfbde,0.0,104,2900.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,132
content_1ebc155d3d9b,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,133
content_1edbc8c5de7a,0.0,104,2900.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,134
content_1f080331fa2b,0.05,104,480.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,135
content_1f3b8e699416,0.06,104,260.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,136
content_1f61c05e5a94,0.0,104,140.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,137
content_1f6909d0ba54,0.0,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,138
content_1f7638fecdc1,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,139
content_1f8f19c2cd91,0.0,104,880.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,140
content_1fe5d859869b,0.0,104,1000.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,141
content_201a4a56f4d6,0.0,98,22200.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,142
content_201dc4530cf2,0.0,104,70.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,143
content_20a9c1921b74,0.0,104,590.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,144
content_20ace0e87a63,0.0,104,590.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,145
content_20aead4f3d7c,0.0,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,146
content_20b4866e7f62,0.0,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,147
content_212b1792fee5,0.03,104,260.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,148
content_212e86a9fe84,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,149
content_214a94adfa00,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,150
content_214fd3d0206d,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,151
content_216a54125880,0.0,104,320.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,152
content_21c5ee691926,0.03,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,153
content_2234e76a4c48,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,154
content_225eec6627e5,0.0,104,90.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,155
content_2278af03fbbf,0.0,92,590.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,156
content_227d434d9984,0.0,104,140.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,157
content_23e958c54c78,0.0,144,480.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,158
content_23f1cc8851a9,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,159
content_23f366c08715,0.0,104,1300.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,160
content_240e423d0e96,0.0,104,170.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,161
content_245816fb9c7d,0.0,104,260.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,162
content_2462fcd793a0,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,163
content_24abafed9707,0.0,231,480.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,164
content_24b8d8860ad9,0.0,98,880.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,165
content_24d4c0e7a032,0.0,104,9900.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,166
content_2506809b3c7e,0.0,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,167
content_263cb1bc7b20,0.03,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,168
content_26a362d58b56,0.0,104,480.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,169
content_26e7e98c8e41,0.0,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,170
content_2725d2bcfac1,0.02,104,6600.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,171
content_2744dcacbe42,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,172
content_2764754edaec,0.0,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,173
content_278982959883,0.0,104,590.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,174
content_2869acd96e48,0.0,104,140.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,175
content_28ce9207afa4,0.0,104,1900.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,176
content_28e8eb3046f5,0.0,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,177
content_291c000503bf,0.0,104,70.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,178
content_29ec1008c834,0.0,151,320.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,179
content_2a0977be974b,0.07,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,180
content_2a12375a7402,0.0,104,90.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,181
content_2a12a67b1884,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,182
content_2a99104da82a,0.0,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,183
content_2aaf95ecd542,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,184
content_2ac5b691fa27,0.0,104,210.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,185
content_2acd97317a9e,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,186
content_2b169d27d9e5,0.03,104,170.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,187
content_2bb1cc3be229,0.0,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,188
content_2bc634d48ad9,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,189
content_2d22e0215964,0.0,104,210.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,190
content_2d517e68e168,0.0,104,1600.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,191
content_2e0b3dc70916,0.04,104,9900.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,192
content_2e0b603242cf,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,193
content_2e4806e94a9d,0.0,104,140.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,194
content_2e4bd300b7c8,0.0,104,210.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,195
content_2e567beb0797,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,196
content_2e6c2f64afb1,0.0,104,90.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,197
content_2e86b8f3e531,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,198
content_2e9a77d03f78,0.0,104,210.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,199
content_2eb047841032,0.0,92,390.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,200
content_2ef9c2aa3df6,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,201
content_2efcee1621b9,0.0,104,70.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,202
content_2f135940315a,0.0,104,140.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,203
content_2fa509630b7f,0.0,104,260.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,204
content_2fa6a97a3c70,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,205
content_303f468a9201,0.0,104,2900.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,206
content_3041c11ba857,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,207
content_307acf0a4233,0.0,92,720.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,208
content_307faca13155,0.0,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,209
content_30aac2f74fd3,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,210
content_311f7c91e190,0.0,104,40.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,211
content_312d60f11609,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,212
content_3136cbdd1f71,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,213
content_3147d7f0b301,0.0,102,170.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,214
content_3159d84a031c,0.0,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,215
content_315da4f1b215,0.0,104,140.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,216
content_3164f3076003,0.04,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,217
content_3257b9127b46,0.0,104,90.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,218
content_32ade248c69e,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,219
content_32ff84795595,0.0,104,170.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,220
content_330a9f2d60d6,0.0,104,70.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,221
content_3312efa9c080,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,222
content_335f13ccec68,0.0,104,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,223
content_3360183fec42,0.0,98,110.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,224
content_336505277c39,0.0,98,590.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,225
content_33f886c6b765,0.03,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,226
content_3446365f881c,0.0,104,1000.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,227
content_3474a43ad37f,0.0,104,2400.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,228
content_34753a1a9117,0.0,104,50.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,229
content_349c549e39da,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,230
content_34e8c53fbff0,0.0,104,30.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,231
content_3596dbcf83da,0.0,104,170.0,4,LOW_CTR+STALE+HIGH_VOLUME,REFRESH_REVIEW,232
